file_name,spotify_track_id,duration_sec,tempo_bpm,musical_key,rms_energy,spectral_centroid_mean,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,zero_crossing_rate,spectral_rolloff,spectral_contrast_band1_mean,spectral_contrast_band2_mean,spectral_contrast_band3_mean,spectral_contrast_band4_mean,spectral_contrast_band5_mean,spectral_contrast_band6_mean,spectral_contrast_band7_mean,spectral_flatness_mean,beat_strength_mean,onset_rate,tempo_stability,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,harmonic_percussive_ratio
hoa đã có chủ - juky san.mp3,4RSmZXYfGfEZhen6tiPjEf,156.67,69.84,C:min,0.238038,2403.56,-0.815,13.1309,-10.2873,10.598,-4.4631,10.7081,-2.8102,9.4804,-79.3926,103.8627,82.9033,37.5799,1.9674,29.2634,16.9149,19.2097,-6.1005,15.0252,4.9436,14.6664,-4.1366,12.4642,-2.6467,12.3174,2.9554,11.6045,0.089204,5215.88,22.08,16.82,20.13,20.29,18.77,17.15,46.73,0.020556,1.4387,3.38,0.9503,0.5826,0.3341,0.3355,0.3302,0.2402,0.3069,0.2684,0.4582,0.289,0.3962,0.4318,0.3557,-0.0061,0.2857,0.0334,0.1366,0.0315,0.0747,2.5008
nếu sau mình già (feat. olew) - luke d.mp3,4RtlFqjhcllDe7ghdVU4It,253.7,129.2,D#:maj,0.116051,2105.13,-0.1379,11.6967,-2.8265,9.1138,-2.5936,9.5794,-1.7373,9.192,-179.276,118.801,97.9442,33.9218,15.9188,19.4652,22.959,16.4095,13.2485,11.5413,1.7632,14.0067,1.1713,11.3252,-3.646,13.6956,-0.6428,12.2804,0.077422,4723.79,22.03,18.3,21.43,20.36,19.83,19.03,46.91,0.013441,1.1372,2.02,0.9497,0.2469,0.1848,0.3261,0.4311,0.2965,0.3881,0.264,0.3725,0.2798,0.2523,0.3903,0.2259,-0.1954,0.2362,0.0999,-0.0172,-0.0037,0.0007,3.3366
ngả nghiêng (cổ động loanh quanh) - minh đinh.mp3,4ruhjSF84ETSYx8sgemHtD,239.37,123.05,E:maj,0.196266,1059.71,-0.0145,8.5633,-1.3082,9.0748,1.2192,8.4278,-7.6327,9.0345,-182.1729,125.3551,139.286,39.1964,14.6726,24.5562,22.3571,15.7436,12.3071,14.8108,9.9914,11.7793,2.868,10.9107,2.3963,8.8961,-5.2816,9.0161,0.03779,1904.41,22.02,18.98,20.1,18.99,19.79,19.35,47.47,0.039198,1.2225,2.76,0.9469,0.4018,0.194,0.1732,0.2389,0.3984,0.3476,0.2674,0.2918,0.3679,0.396,0.3378,0.444,0.1971,-0.057,0.0076,0.1859,-0.012,-0.0049,2.8969
đôi cánh - chillies.mp3,4RVUWunypHM4h54V9yIC9D,254.74,99.38,G:maj,0.191111,2022.51,7.356,8.6968,0.5249,7.2441,2.8858,7.2538,0.4176,6.5278,-85.8075,78.0729,100.1564,29.5186,5.6632,19.3726,29.6838,13.0062,11.4107,10.9735,8.5066,10.2129,3.2849,9.4805,11.3423,8.4786,-2.4941,8.1161,0.067032,4499.41,21.52,15.44,17.86,17.33,17.3,17.31,48.32,0.014666,1.3638,3.38,0.961,0.4556,0.3652,0.4185,0.346,0.4631,0.3469,0.3747,0.4814,0.4504,0.5401,0.3909,0.4278,0.1069,0.0586,0.0165,0.0139,0.0227,0.0221,2.5932
điều ngọt ngào nhất - thành đạt.mp3,4RwHmCZJGrgUWBkpU66Vtf,284.64,92.29,B:min,0.123031,1744.27,-2.3753,11.1538,-3.4465,9.4349,-1.2249,8.8471,2.3379,9.4609,-184.4665,108.2063,113.3488,43.3584,16.3273,24.5098,26.5414,16.9352,9.18,16.1861,5.0015,11.7009,-3.0175,12.5268,3.8946,11.8388,-5.8063,11.4697,0.072157,3587.31,19.14,17.93,22.59,20.75,20.43,19.22,48.04,0.013346,1.2998,3.07,0.9589,0.254,0.2636,0.4354,0.2761,0.3017,0.2321,0.3168,0.2797,0.2251,0.3593,0.2611,0.3687,0.2714,-0.044,0.0689,-0.0274,-0.0304,0.0106,2.7399
mất nhau - original soundtrack from yêu trước ngày cưới - anh tú.mp3,4rwNTZb1melCwzNJ3Vf2gP,256.47,143.55,A:maj,0.101503,1678.5,3.2194,9.8593,-4.8681,7.8088,-3.6842,9.0841,-6.0213,7.9944,-208.4704,119.0766,106.0527,30.8443,23.7218,15.5243,25.9611,13.1846,9.4109,11.5154,8.119,9.8659,2.5204,10.228,1.252,10.0461,-4.7597,9.2191,0.053484,3752.41,21.48,18.79,20.4,19.91,19.33,18.69,47.02,0.007695,1.0553,2.84,0.9558,0.2156,0.2727,0.2295,0.255,0.4248,0.2621,0.2553,0.2148,0.349,0.4068,0.2786,0.3182,0.1812,-0.2034,-0.0726,0.072,0.0109,-0.0011,3.7631
chắc anh có yêu em (feat. ribi sachi) - khải đăng.mp3,4S0tBroDkymqN2LKU0YRh5,281.69,99.38,D:maj,0.177759,1958.71,-6.2821,10.0195,-14.0184,9.356,-6.251,9.0118,-10.3346,7.9938,-142.7294,90.6125,99.2228,35.631,16.643,20.0849,25.7937,17.0559,4.701,12.7041,-2.5608,13.7266,-7.9965,10.1499,-8.7365,11.2953,-11.9256,9.5542,0.072594,4096.51,21.09,18.7,22.89,19.93,19.05,18.0,47.38,0.016008,1.2624,2.88,0.9631,0.1753,0.2541,0.3395,0.1872,0.2127,0.1885,0.3607,0.2027,0.1733,0.3192,0.2122,0.283,0.2683,-0.1835,-0.0522,-0.1765,-0.0352,0.017,3.2071
cho con là người việt nam - tùng dương.mp3,4s1EsESQQYPEgizqxvRSUJ,325.58,129.2,A:maj,0.163561,2262.98,2.4276,10.5408,-3.1183,10.254,1.1931,9.718,-3.6054,8.7253,-99.9876,110.5046,90.2715,25.1748,-2.5981,20.6213,14.6272,13.299,0.7304,13.1857,11.0395,11.6881,0.3326,10.1011,1.146,10.072,-2.0623,10.108,0.10008,4903.95,19.57,15.91,19.55,19.84,19.67,17.86,48.11,0.0199,1.2364,2.6,0.9697,0.2459,0.2717,0.2245,0.287,0.4628,0.2919,0.3436,0.2495,0.3374,0.4246,0.3013,0.3498,0.1748,-0.1442,-0.0463,0.002,0.0004,0.0193,2.1933
nhưng - khải.mp3,4s6SiPzNH8TeycZGY8RHWh,150.31,76.0,G:maj,0.134412,1118.97,-2.2172,9.3593,-5.1735,10.3386,-0.4892,8.6645,-6.1489,9.5764,-238.5411,128.6778,147.9146,40.7488,25.4564,25.2055,6.6341,14.9745,11.1972,15.4367,3.9414,12.4762,-3.5391,10.7999,-5.3276,10.8275,-7.1532,11.5963,0.043688,1996.08,21.18,19.68,24.04,22.37,22.92,18.34,46.79,0.002143,0.8879,2.21,0.9514,0.2586,0.1876,0.324,0.2233,0.2235,0.1482,0.2585,0.3598,0.2601,0.3397,0.1715,0.2508,0.3039,0.1033,0.1169,0.0185,0.0124,0.0078,5.757
đốt đèn - gill.mp3,4SbnsUBHgtmNFRYIF1kK5P,139.26,161.5,D#:maj,0.291973,1880.19,10.2521,11.9417,-2.7338,11.099,6.89,10.5912,1.1876,9.942,-111.8009,92.2987,110.5662,44.2542,10.4978,34.8277,11.9581,20.8243,12.6666,19.9725,5.3496,16.1575,4.4512,15.0978,10.9918,14.8036,-6.4443,13.1723,0.063415,4210.86,21.23,14.6,17.74,16.93,17.73,19.44,48.57,0.013535,2.0156,4.55,0.9692,0.4299,0.416,0.4646,0.6006,0.5793,0.5679,0.5381,0.5184,0.5068,0.4785,0.54,0.49,-0.1382,0.0079,0.1775,0.0032,0.0198,0.0643,2.8415
green groove (cứ thế bay) - (s)trong.mp3,4sDywA0dMoyYMhpFxzr9mW,201.13,103.36,G:min,0.310915,2393.67,-0.6507,15.0993,-3.6089,12.5932,-0.6155,12.7066,-2.4891,12.652,-64.733,103.3749,81.2791,35.9588,11.3627,21.8928,17.1588,21.6664,1.8911,14.4526,5.8789,14.1182,-1.4884,17.2228,2.3392,13.708,-0.9223,12.6762,0.07685,5303.3,22.84,16.66,19.29,18.14,17.28,17.26,45.78,0.025098,1.5366,4.0,0.9712,0.3854,0.3421,0.4912,0.3779,0.3165,0.4439,0.3217,0.3754,0.3388,0.3871,0.4856,0.3277,-0.0333,0.1244,0.0013,-0.0828,-0.0097,-0.0157,2.7471
hai chúng ta giữa thế gian - sweet liquor.mp3,4secUq4osC4WcZL4Hu5gQg,219.43,69.84,D:maj,0.187333,1868.97,-3.9148,11.6612,-16.4824,10.7145,-8.1204,10.2081,-10.6312,8.9195,-131.289,95.33,108.4982,40.3344,-5.9667,30.9885,21.313,24.2398,7.9551,16.1084,-3.9766,17.1628,2.5061,13.222,-6.5381,12.96,-7.819,11.7697,0.07234,3846.58,20.34,18.7,21.81,20.07,19.15,20.31,47.68,0.011476,1.4765,2.33,0.983,0.2601,0.2282,0.3284,0.2361,0.3689,0.2707,0.3923,0.3589,0.2524,0.3364,0.2632,0.3412,0.2173,-0.007,0.042,-0.0415,0.0119,0.0016,2.5528
khúc giao mùa - bùi anh tuấn.mp3,4SEm3TYaGRVgoGiUeU8s9Y,234.69,117.45,F:maj,0.2279,1877.6,7.1996,12.3339,-14.6199,11.5661,-2.8629,11.6633,-2.4641,11.5135,-104.6781,95.1029,105.5104,27.9107,17.1116,23.4353,30.3991,15.0664,1.9086,14.7313,4.382,12.8148,4.8896,12.2809,0.6235,11.8482,-10.8681,11.9526,0.076399,4084.61,20.34,18.17,23.25,23.02,21.33,21.88,51.32,0.007997,1.2571,2.82,0.9761,0.3301,0.2236,0.3232,0.2379,0.2105,0.2951,0.1983,0.2689,0.2135,0.3588,0.3853,0.2655,0.0436,0.2307,-0.0226,-0.0264,0.0003,0.0115,3.0368
natra - lee7.mp3,4SH8KzLpe3FljEaZ85hGv0,130.42,92.29,A#:maj,0.210072,2398.48,-3.6962,13.1372,-8.6457,15.4239,-4.2958,12.106,-2.1982,12.2832,-104.4685,108.7225,83.1117,44.9006,4.4806,29.125,17.4996,19.155,4.2736,17.424,4.1201,15.4208,1.2928,15.6661,-4.1878,16.6726,-6.0919,14.9611,0.095747,5195.68,21.17,16.54,21.27,19.72,18.49,18.23,48.23,0.032079,1.6987,3.33,0.972,0.4029,0.285,0.3036,0.2517,0.2626,0.3645,0.2979,0.3518,0.3023,0.3914,0.4898,0.361,-0.0491,0.1876,-0.023,-0.0807,0.006,-0.0083,2.2733
love on weekend - v#.mp3,4sjncd9R50XbkJyOWxC45m,211.84,117.45,G:maj,0.244015,1415.51,1.611,8.2338,-5.2589,8.6648,10.5078,11.139,-3.1313,8.3776,-115.2366,109.6009,136.7779,47.4733,3.759,20.5356,31.9184,13.7697,12.475,13.2425,9.5601,10.476,1.0659,9.1889,1.3239,9.7273,2.5542,8.7905,0.056342,3024.8,20.14,17.18,21.37,20.21,20.99,20.22,48.71,0.006978,1.3449,3.48,0.9727,0.3151,0.292,0.5231,0.293,0.29,0.1963,0.3018,0.6414,0.3766,0.3715,0.2496,0.3118,0.2103,0.1921,0.1292,-0.0046,0.0237,-0.0081,2.4537
sao bắc đẩu - j.key.mp3,4skiqo8dSCkw1kwdZ0lNoH,206.02,117.45,B:min,0.163631,1994.12,3.0235,10.5442,-5.2427,8.6464,-0.2421,8.5295,-5.3093,8.7817,-108.871,101.3795,107.7179,42.071,-5.8555,25.7375,24.024,21.7807,13.1424,16.8544,0.7485,13.0832,-0.3923,13.9728,6.4434,11.1464,-4.8948,11.4924,0.078597,4209.89,22.51,15.6,17.25,16.77,17.58,19.37,47.72,0.014805,1.7311,4.09,0.9723,0.3847,0.4664,0.5036,0.4027,0.4193,0.4311,0.5994,0.4643,0.3377,0.3777,0.3578,0.3869,0.1537,-0.1054,0.0613,-0.139,-0.0022,-0.0049,1.881
đi bão - coldzy.mp3,4SKNRnBqCeZl5wm0FVWEIQ,218.4,99.38,E:maj,0.328244,2694.24,9.0421,9.535,6.4552,8.128,2.7669,7.6428,-0.4959,7.5399,-6.1357,103.7403,75.4513,28.9715,0.2787,24.9268,20.6405,15.6844,-0.2078,15.7265,1.9379,13.5784,-0.1991,9.9791,8.7225,9.2342,-1.1782,8.6878,0.108308,5895.06,20.68,14.63,18.82,18.5,17.83,18.02,48.37,0.030924,1.1648,3.35,0.9759,0.3343,0.3468,0.2717,0.4013,0.514,0.3,0.4575,0.3096,0.4352,0.4089,0.4353,0.5612,0.0807,-0.1606,-0.0334,0.0374,-0.0051,0.0194,2.1306
hót hòn họt - hương giang.mp3,4SKQ8Ix4Fn0CfKZ4V0Cxbg,227.65,103.36,B:maj,0.286338,2618.61,4.295,9.3422,-1.9397,8.4157,5.729,7.883,3.0768,8.2297,-35.3525,91.719,80.2775,25.5464,4.462,18.5582,12.8445,14.2791,1.3885,13.1499,4.3006,11.1975,5.4171,9.2033,8.0895,10.2755,0.8144,8.9125,0.090488,6092.28,24.4,14.89,17.54,18.65,18.29,17.84,47.07,0.025696,1.3219,3.2,0.9624,0.3608,0.4826,0.4428,0.3588,0.4622,0.3954,0.6139,0.408,0.3298,0.3611,0.3611,0.5147,0.068,-0.1636,0.0471,-0.0646,0.0062,0.0163,3.096
phố biển - myra trần.mp3,4SMCwx03UGPMHIU7MthvyK,200.03,117.45,E:maj,0.205779,2237.78,7.3888,9.3966,-0.517,9.2614,2.6426,8.499,-1.0264,7.8793,-74.1313,80.1835,90.7857,28.2656,3.4809,17.73,29.2558,14.6536,2.5715,11.7558,11.157,12.7487,4.0739,9.951,3.8808,10.0885,0.8526,8.7986,0.094686,4845.37,17.94,15.99,20.23,20.15,19.68,18.68,49.02,0.016895,1.3967,2.04,0.9723,0.2753,0.3046,0.252,0.3329,0.4134,0.2711,0.3384,0.32,0.4221,0.3481,0.3007,0.3932,0.0296,-0.1261,-0.0025,0.0817,-0.0008,-0.0067,2.0862
ngày tết quê em - phương mỹ chi.mp3,4sO27WxZdTvQShaJNDcJ4h,315.62,112.35,B:min,0.172411,2552.76,4.1723,7.7772,-4.2782,8.6465,3.4893,8.0085,0.626,8.3234,-63.1229,85.0645,80.936,25.8076,-0.9007,17.4557,18.7409,14.4924,1.4901,11.4923,7.4607,11.0336,-1.7802,9.2897,4.4513,9.6649,-0.0463,9.2421,0.11314,5557.74,19.46,15.17,19.27,20.12,18.9,17.12,48.09,0.027016,1.3709,2.8,0.9789,0.2649,0.318,0.3195,0.2477,0.3291,0.2549,0.4028,0.2115,0.2333,0.3726,0.3247,0.4873,0.0964,-0.1089,0.0292,-0.0437,-0.0147,0.0092,2.0042
high night - kayc.mp3,4sRDZnrbanpXBgPo76twDl,220.8,117.45,A#:min,0.258461,1917.97,7.1039,14.3727,-3.9527,12.8738,0.5386,10.7231,-0.6133,9.8343,-100.9645,126.2073,98.2742,38.4112,13.0119,24.3363,15.7849,17.0032,8.6017,15.5951,2.8748,14.4248,-0.5295,13.861,4.1419,11.7414,-5.1445,13.6104,0.069562,4261.6,21.59,16.22,19.02,19.7,19.91,19.88,46.83,0.037537,1.1691,2.29,0.9603,0.4617,0.3854,0.2987,0.381,0.3478,0.4587,0.3212,0.3288,0.372,0.3857,0.5765,0.353,-0.2863,0.1564,-0.042,-0.0032,-0.0002,-0.0013,3.6919
yêu đương - sivan.mp3,4SSvKrgAHg3IRkUW8GxMRn,175.26,152.0,G#:maj,0.186749,1744.07,6.0593,10.6484,-13.2862,9.5138,-7.3059,8.8595,-11.7361,8.2965,-189.1767,120.9975,111.566,40.8957,34.8099,25.6075,11.6461,20.6895,8.1109,13.2469,-8.2748,13.6725,-4.3871,11.5818,-8.202,10.7059,-12.3839,10.4246,0.062626,3914.82,23.75,19.48,21.63,21.67,19.88,20.34,48.36,0.011455,1.2707,3.57,0.9564,0.3227,0.2865,0.2436,0.3702,0.2749,0.3224,0.2382,0.279,0.3294,0.2897,0.355,0.2351,-0.2633,0.1081,-0.0193,0.0567,0.0148,0.0112,3.9836
lowkey (feat. hooligan.) - prettyxix.mp3,4SSZYp0kwi4lOmJWrMkZv3,173.91,143.55,C:min,0.168003,2254.05,3.345,9.1231,-3.6682,8.2381,-2.5365,9.1035,-4.5086,9.0588,-87.6439,61.7701,96.1631,37.7204,-0.3864,25.0755,27.38,19.2355,3.1127,13.8421,8.9471,10.511,-5.9045,10.2924,4.9768,9.6913,-1.3492,9.4566,0.082952,4979.52,22.4,15.04,18.86,18.07,19.12,17.13,49.48,0.016738,1.2633,3.26,0.9576,0.4729,0.3131,0.417,0.4996,0.3413,0.4303,0.3222,0.5136,0.3865,0.3794,0.3932,0.3635,-0.1772,0.1867,0.0792,0.1965,-0.0314,0.0436,3.4407
vui là được (feat. willistic & gnob) - rap việt.mp3,4sTYnGZbzGGqRkLe64tcB1,196.29,136.0,E:min,0.295666,2683.15,5.8217,14.8682,2.9861,13.7799,0.9277,12.0873,-1.5593,11.3204,-80.3458,97.2199,70.0006,39.2933,18.0198,36.3542,11.3919,23.8187,13.1594,23.3363,3.9223,20.2447,-2.8212,20.0328,10.7689,16.7205,-10.001,17.0459,0.098223,6055.97,21.5,15.43,18.08,18.22,18.82,19.19,47.95,0.023621,2.1545,4.36,0.9617,0.381,0.3773,0.4517,0.456,0.5407,0.4336,0.4365,0.4374,0.4444,0.4766,0.4335,0.4972,0.0851,-0.0003,0.0312,0.0226,0.0095,-0.0126,1.8606
everyday - coldzy.mp3,4SwkhEqN49cT7r2N4VqUzy,173.17,73.83,D#:min,0.284419,2256.87,3.7009,11.7555,0.8965,12.2352,0.765,11.1624,-1.2355,11.0354,-55.6748,94.1311,97.1408,46.7814,-2.4354,28.234,9.031,18.8114,6.4768,15.9347,-0.9141,14.2821,-7.2679,14.9337,7.5545,13.5001,-8.2433,13.9013,0.086457,5143.65,24.08,16.55,19.19,20.25,21.52,23.6,47.76,0.016532,1.487,4.13,0.9628,0.3586,0.4814,0.3851,0.4727,0.3471,0.4815,0.5191,0.3159,0.3759,0.3113,0.4499,0.3291,-0.1955,-0.1222,0.0324,-0.0614,0.0099,0.0367,2.4146
hôm nay anh rất mệt - kaisoul.mp3,4SyIvaOSwaqdo0fEWeQ27T,258.65,152.0,B:min,0.161073,2510.81,-0.3575,11.1911,-8.7971,10.5756,-3.2755,9.3882,-6.9002,8.7647,-140.4549,109.3295,93.3716,45.4559,30.1893,25.6217,8.56,17.8375,9.6724,16.8014,4.5308,13.5193,-4.6148,11.4237,5.1292,13.1117,-13.316,10.9348,0.100104,5443.68,23.21,17.38,20.18,19.85,19.96,18.67,46.72,0.029648,1.5805,4.11,0.969,0.3023,0.3205,0.332,0.2501,0.285,0.2582,0.4305,0.2797,0.2474,0.3232,0.3224,0.4649,0.1533,-0.1669,0.0989,-0.0885,-0.0276,-0.0075,2.1406
lụm - huỳnh james.mp3,4T4TMiRFdYZgbkP5nMDiqO,261.82,112.35,D:min,0.185073,2073.41,5.4043,12.4577,5.423,12.3272,3.3784,11.7308,3.3962,10.6964,-129.4002,108.442,93.3488,34.803,-4.5939,30.9033,26.91,23.0724,3.5288,19.3003,7.1066,16.1974,7.0894,17.4136,7.3333,12.3642,-0.0422,14.3711,0.088243,4232.91,20.96,15.8,18.9,18.59,19.2,19.03,46.65,0.020161,2.3998,3.8,0.9714,0.4016,0.3479,0.4147,0.3733,0.3995,0.4371,0.4344,0.5262,0.4569,0.4473,0.4034,0.3839,0.0395,0.0995,0.0204,-0.0307,0.005,-0.0158,0.9237
thơm - hà nhi.mp3,4t5yTA5nn2FMgUPKp6WWxs,236.8,152.0,B:min,0.246785,2249.21,2.0787,14.3659,-2.0347,12.7373,4.3834,12.7653,-1.9884,12.8725,-85.5356,78.3318,86.3001,37.5844,-2.0322,31.5169,18.8063,22.3347,2.2434,17.181,6.6425,19.8643,2.0633,15.381,0.8705,18.1788,0.4658,14.4071,0.083095,4811.54,20.95,16.64,19.38,18.41,17.75,18.13,48.05,0.019606,1.7105,3.48,0.9672,0.3303,0.374,0.3644,0.2934,0.3706,0.318,0.463,0.3718,0.3001,0.3093,0.3515,0.4392,0.0879,-0.1391,0.0656,-0.0627,0.0039,-0.0049,2.5806
đường đêm - hoàng dũng.mp3,4T7hxj2nnmXtLv9kkct9yD,304.0,99.38,A:min,0.244877,1849.05,4.7749,7.4027,-3.3045,7.7084,-0.5907,6.9878,-2.1516,7.0764,-64.0053,93.8661,119.1216,31.3926,-6.903,18.5531,6.8537,14.7393,5.5236,13.4817,4.7316,10.8328,0.1805,8.6974,3.441,7.7712,-0.7778,9.0366,0.078693,3780.44,18.71,16.5,19.19,18.94,19.43,17.92,47.92,0.011769,1.103,2.47,0.9282,0.4072,0.2413,0.2884,0.2615,0.4352,0.2545,0.2139,0.2621,0.2682,0.449,0.2507,0.3511,0.2093,0.049,-0.0899,0.1052,-0.0139,0.0147,2.1767
low (feat. tez) - rap việt.mp3,4t96dS91iF6gGFRkfFfZvV,136.76,117.45,A:min,0.204004,3051.84,3.718,10.325,2.6145,10.4209,2.1483,9.5098,0.181,9.5417,-41.5669,71.2881,57.759,25.7398,-3.9526,22.9883,21.5729,19.4978,0.3167,18.8408,8.0934,14.2831,0.4814,13.9563,6.8369,11.682,-5.421,11.217,0.144666,6349.58,21.12,15.22,17.85,16.81,16.97,17.06,48.87,0.04954,1.5657,3.99,0.9626,0.4474,0.3891,0.4006,0.3745,0.4456,0.4285,0.4205,0.4267,0.4359,0.5097,0.5009,0.5126,0.0465,-0.0062,-0.0083,0.001,-0.0004,-0.0022,1.0039
còn thương rau đắng mọc sau hè - phương mỹ chi.mp3,4ta1VgcLRk3FROk9kI7tDC,327.86,129.2,G:min,0.237061,1880.72,2.7211,12.9367,-1.5372,11.6691,1.2377,11.4385,-0.9084,14.0702,-108.1454,99.3896,103.6233,36.9952,10.3442,22.0236,22.7021,23.7439,2.4547,17.0459,4.7894,14.735,6.9425,12.8736,-0.5584,14.592,1.7637,13.2098,0.079329,3976.21,19.13,18.96,23.81,23.59,21.81,19.9,47.52,0.011258,1.2182,2.69,0.9612,0.2319,0.236,0.375,0.2201,0.1743,0.2355,0.2277,0.4373,0.2397,0.2493,0.2389,0.1585,0.0709,0.212,0.1216,-0.0828,0.023,-0.0237,3.4179
cành cây - winno.mp3,4tBK1GGNHzeNFm2shTt0D0,225.1,143.55,D#:maj,0.289622,2019.91,4.0388,14.6312,-5.9377,12.955,3.3359,11.4076,0.1127,10.8713,-86.4064,69.5429,101.6966,32.8156,8.5571,29.073,4.9124,17.3554,5.7654,19.2201,-1.7227,16.1889,-3.3811,16.062,-3.3309,14.9163,-7.1024,13.3307,0.064308,4484.03,23.57,19.68,22.09,20.89,20.76,19.26,48.97,0.008679,1.4742,3.76,0.9745,0.2607,0.2233,0.421,0.3559,0.2399,0.3547,0.2854,0.4817,0.4528,0.2646,0.2793,0.2309,-0.1579,0.151,0.0335,-0.0137,-0.0239,-0.039,3.5178
u là trời (feat. strange h) - rap việt.mp3,4TbOQpEqCjVySfVHIwHj7R,212.9,92.29,F#:min,0.175848,2597.03,5.1985,12.4946,1.3806,12.1319,-2.2948,10.6056,-1.8267,9.9733,-73.7297,89.2477,73.6849,33.1688,-19.1903,31.9139,21.3453,19.771,-0.2971,21.4293,2.3718,17.5428,-0.6103,14.9637,8.1729,14.1906,-8.941,14.4244,0.12793,5224.67,19.85,15.64,17.76,17.2,17.26,18.53,49.24,0.031477,1.806,4.7,0.9592,0.3661,0.5211,0.4245,0.3958,0.4204,0.4528,0.5317,0.4723,0.5105,0.438,0.3588,0.3469,0.0244,-0.0441,-0.0178,-0.0661,0.0252,-0.0005,1.3943
báo động ỏ - nicky - jsol.mp3,4TDYF7VPUsHqA4BxVqlIU8,211.75,112.35,G#:min,0.319013,2384.23,7.376,9.8134,0.394,8.1515,2.7499,7.8628,0.046,7.5452,-30.4822,77.5299,87.3756,24.8953,15.5,21.3921,22.0013,17.718,3.0474,13.6232,6.4812,11.4447,-0.6396,11.0729,6.3616,10.2154,-1.917,9.2337,0.074844,5640.84,20.88,14.47,18.12,18.04,17.67,17.04,47.82,0.018024,1.3204,3.51,0.9685,0.3595,0.4098,0.3905,0.4854,0.4064,0.3916,0.4331,0.4062,0.5676,0.4084,0.4623,0.4833,-0.12,-0.1277,0.0537,0.0197,-0.0113,0.0057,2.9638
đừng nhắc tên em - myra trần.mp3,4TEEId0VI2ofnbU4JDJYAZ,203.05,95.7,E:min,0.161134,2180.8,6.5639,11.8916,-11.9208,11.0702,-0.8144,9.9123,-7.2053,9.7108,-108.1177,111.0161,97.7495,33.7706,-20.4808,22.9001,10.4232,18.9078,1.3742,14.4402,-3.1378,14.3465,2.4063,13.6478,-6.8374,13.5391,-0.8211,12.5435,0.099237,4399.92,21.51,15.65,19.25,19.49,19.39,20.65,47.31,0.020397,1.3438,2.75,0.9727,0.2988,0.1959,0.2112,0.2245,0.3534,0.2115,0.2993,0.3625,0.2556,0.4285,0.3605,0.47,0.1861,-0.047,0.0578,0.0795,0.0244,0.0194,2.2954
lời chưa nói _ đã biết sẽ có ngày hôm qua - trịnh thăng bình.mp3,4TGRMxEahc4Fm54fA4X8dU,240.51,136.0,A#:min,0.1188,2019.71,6.9272,12.7467,-5.0154,8.3832,1.6634,7.4621,-3.0542,7.6865,-188.5671,120.7771,102.3577,38.2177,22.9916,24.1956,22.9968,17.5934,8.4953,12.3474,2.2763,13.5608,4.8303,12.8032,0.0163,10.4869,-6.2261,9.4678,0.077578,4263.77,20.9,17.14,21.29,20.42,19.44,18.88,48.01,0.013348,1.2507,2.55,0.9691,0.4088,0.4006,0.2804,0.2592,0.3088,0.4064,0.3812,0.3248,0.3173,0.2657,0.2895,0.2779,-0.1101,0.0097,-0.0866,-0.0042,-0.0054,0.0028,2.9197
chỉ cần mình vui là được - hà nhi.mp3,4tHFS5nmVIwTdJaeLnrBKE,198.24,123.05,F:min,0.16938,2294.97,-0.1664,10.8924,-6.8247,9.9217,-0.7046,10.1059,-4.033,11.2742,-106.0125,85.4574,95.5419,33.8652,3.6572,22.114,17.7272,16.9236,3.5278,12.9778,2.0705,13.802,6.5771,11.5426,-3.5735,13.9766,1.3509,10.1432,0.088763,5019.19,21.11,16.13,20.44,19.54,18.22,18.3,47.53,0.019258,1.582,3.89,0.9653,0.437,0.3284,0.2357,0.3097,0.2377,0.3396,0.2472,0.3639,0.3691,0.2859,0.3767,0.2955,-0.1346,0.0972,-0.0061,0.0259,0.011,0.0,2.1611
tình đầu không đắn đo - wendy thao.mp3,4TKkacbws5j5idfdxoN7d3,325.62,73.83,F#:min,0.160812,1841.6,-2.8327,11.315,-10.0042,10.6417,-2.3962,10.3119,-0.4378,11.131,-158.1072,115.4635,106.9026,29.4267,18.7837,19.6355,12.2453,17.7789,-4.275,12.6986,-5.3843,13.975,2.4018,11.7895,-6.1432,14.5109,-1.9964,10.4219,0.072616,4006.59,19.81,18.28,22.32,23.17,21.56,20.9,47.06,0.007285,1.0803,2.62,0.9462,0.1779,0.274,0.2573,0.1406,0.2639,0.1787,0.3613,0.1699,0.1409,0.2952,0.1982,0.3383,0.235,-0.3131,0.0112,-0.1396,-0.0202,0.0165,4.0854
